"","Site.ID","Season","sortchem","Watershed","Site","Sample.Date","Year","Latitude..degrees.","Longitude..degrees.","Area..km2.","Temperature..C.","Specific.Conductance..uS.cm.","pH","Dissolved.Oxygen..percent.saturation.","Turbidity..NTU.","DOC..uM.","TDN..uM.","Nitrate..uM.","Ammonium..uM.","DON..uM.","SRP..uM.","PP..uM.","TDP..uM.","SUVA254..L.mg.C.m.","Spectral.Ratio","abs254..Absorbance.","Acetate..ppm.","Formate..ppm.","Nitrite..ppm.","Sulfate..ppm.","Phosphate..ppm.","Al..ppm.","As..ppm.","B..ppm.","Ba..ppm.","Br..ppm.","Ca..ppm.","Ca.Na.ratio","Ca.Ba.ratio","Cd..ppm.","Cl..ppm.","Co..ppm.","Cr..ppm.","Cu..ppm.","F..ppm.","Fe..ppm.","K..ppm.","Mg..ppm.","Mn..ppm.","Mo..ppm.","Na..ppm.","Ni..ppm.","Li..ppm.","P..ppm.","Pb..ppm.","S..ppm.","Se..ppm.","Si..ppm.","Sr..ppm.","Ti..ppm.","V..ppm.","Zn..ppm.","area_km2","NDVI2012_MEAN","NDVI2012_STD","NDVI2012_RANGE","SL_60_MEAN","SL_60_STD","SL_60_RANGE","SP_1000_MEAN","SP_240_MEAN","Alpine_Non.Carbonate_Barrens","Alpine_Non.Carbonate_Dryas_Dwarf_Shrub","Lowland_Low_Birch.Willow_Shrub","Lowland_Water","Lowland_Wet_Sedge_Tundra","Upland_Birch.Aspen.Spruce_Forest","Upland_Dryas_Dwarf_Shrub_Tundra","Upland_Low_Birch.Willow_Shrub_Tundra","Upland_Moist_Sedge_Shrub","Upland_Shrubby_Tussock_Tundra","Cloud_Ice_Snow","Riverine_Water_Shrub_Wet_Sedge_Barrens"
"443","OKS27","Late","2018-4122","OKS",27,"2018-08-23",2018,68.62732,-149.20203,23.089225,-7777,-7777,-7777,-7777,-7777,326.4468801,8.656022773,0.6,-7777,8.056022773,0.028,0.004689637,0.075203583,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,23.089225,4847.651791,1453.829479,9465,2.782774091,2.121131637,15.30698395,56.26838796,-0.056084598,0,0.124654279,0.171399634,8.753067664,4.164232013,0,0,11.78762027,18.80721437,56.19181177,0,0
"444","OKS27","Late","2018-4122","OKS",27,"2018-08-23",2018,68.62732,-149.20203,23.089225,-7777,-7777,-7777,-7777,-7777,326.4468801,8.656022773,0.6,-7777,8.056022773,0.028,0.004689637,0.075203583,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,23.089225,4847.651791,1453.829479,9465,2.782774091,2.121131637,15.30698395,56.26838796,-0.056084598,0,0.124654279,0.171399634,8.753067664,4.164232013,0,0,11.78762027,18.80721437,56.19181177,0,0
"445","OKS27","Late","2016-0159","OKS",27,"2016-08-17",2016,68.62732,-149.20203,23.089225,9.6,40.8,6.79,-7777,-7777,330.3778018,8.273192419,1.267723627,0.263086706,6.742382086,0.03696445,-7777,0.053363093,3.085115672,0.763402056,12.24195082,-7777,-7777,-7777,5.804016966,-7777,10.44,1e-04,5e-04,0.0012,-7777,7e-04,0.000103321,0.583333333,0.0197,1.568406206,0.2109,2.602,4e-04,-7777,4e-04,1.662,0.001,0.0081,0.0021,6.775,7e-04,-7777,1.82,0.0411,1e-04,0.0069,2e-04,-7777,-7777,-7777,-7777,23.089225,4847.651791,1453.829479,9465,2.782774091,2.121131637,15.30698395,56.26838796,-0.056084598,0,0.124654279,0.171399634,8.753067664,4.164232013,0,0,11.78762027,18.80721437,56.19181177,0,0
"446","OKS27","Late","2016-0159","OKS",27,"2016-08-17",2016,68.62732,-149.20203,23.089225,9.6,40.8,6.79,-7777,-7777,330.3778018,8.273192419,1.267723627,0.263086706,6.742382086,0.03696445,-7777,0.053363093,3.085115672,0.763402056,12.24195082,-7777,-7777,-7777,5.804016966,-7777,10.44,1e-04,5e-04,0.0012,-7777,7e-04,0.000103321,0.583333333,0.0197,1.568406206,0.2109,2.602,4e-04,-7777,4e-04,1.662,0.001,0.0081,0.0021,6.775,7e-04,-7777,1.82,0.0411,1e-04,0.0069,2e-04,-7777,-7777,-7777,-7777,23.089225,4847.651791,1453.829479,9465,2.782774091,2.121131637,15.30698395,56.26838796,-0.056084598,0,0.124654279,0.171399634,8.753067664,4.164232013,0,0,11.78762027,18.80721437,56.19181177,0,0
"447","OKS27","Late","2016-0159","OKS",27,"2016-08-17",2016,68.62732,-149.20203,23.089225,9.6,40.8,6.79,-7777,-7777,330.3778018,8.273192419,1.267723627,0.263086706,6.742382086,0.03696445,-7777,0.053363093,3.085115672,0.763402056,12.24195082,-7777,-7777,-7777,5.804016966,-7777,10.44,1e-04,5e-04,0.0012,-7777,7e-04,0.000103321,0.583333333,0.0197,1.568406206,0.2109,2.602,4e-04,-7777,4e-04,1.662,0.001,0.0081,0.0021,6.775,7e-04,-7777,1.82,0.0411,1e-04,0.0069,2e-04,-7777,-7777,-7777,-7777,23.089225,4847.651791,1453.829479,9465,2.782774091,2.121131637,15.30698395,56.26838796,-0.056084598,0,0.124654279,0.171399634,8.753067664,4.164232013,0,0,11.78762027,18.80721437,56.19181177,0,0
"448","OKS27","Late","2017-4122","OKS",27,"2017-08-24",2017,68.62732,-149.20203,23.089225,8.7,45.7,7.41,98.3,0.63,327.7258324,6.207465784,0.635312834,0.46321263,5.10894032,0.02477523,-7777,0.094755677,3.314019817,1.23458,13.0447,-7777,-7777,-7777,10.8674,-7777,0.0071,0.0048,5e-04,0.0147,-7777,7.999,22.71797785,544.1496599,0.0011,1.9953,1e-04,-7777,0.0025,1.4974,0.0584,0.2323,1.136,0.0088,0.0018,0.3521,0.001,0.3555,0.0259,0.0054,0.4193,0.0147,0.6489,0.0138,8e-04,0.0024,8e-04,23.089225,4847.651791,1453.829479,9465,2.782774091,2.121131637,15.30698395,56.26838796,-0.056084598,0,0.124654279,0.171399634,8.753067664,4.164232013,0,0,11.78762027,18.80721437,56.19181177,0,0
"449","OKS27","Late","2017-4122","OKS",27,"2017-08-24",2017,68.62732,-149.20203,23.089225,8.7,45.7,7.41,98.3,0.63,327.7258324,6.207465784,0.635312834,0.46321263,5.10894032,0.02477523,-7777,0.094755677,3.314019817,1.23458,13.0447,-7777,-7777,-7777,10.8674,-7777,0.0071,0.0048,5e-04,0.0147,-7777,7.999,22.71797785,544.1496599,0.0011,1.9953,1e-04,-7777,0.0025,1.4974,0.0584,0.2323,1.136,0.0088,0.0018,0.3521,0.001,0.3555,0.0259,0.0054,0.4193,0.0147,0.6489,0.0138,8e-04,0.0024,8e-04,23.089225,4847.651791,1453.829479,9465,2.782774091,2.121131637,15.30698395,56.26838796,-0.056084598,0,0.124654279,0.171399634,8.753067664,4.164232013,0,0,11.78762027,18.80721437,56.19181177,0,0
"450","OKS27","Late","2017-4122","OKS",27,"2017-08-24",2017,68.62732,-149.20203,23.089225,8.7,45.7,7.41,98.3,0.63,327.7258324,6.207465784,0.635312834,0.46321263,5.10894032,0.02477523,-7777,0.094755677,3.314019817,1.23458,13.0447,-7777,-7777,-7777,10.8674,-7777,0.0071,0.0048,5e-04,0.0147,-7777,7.999,22.71797785,544.1496599,0.0011,1.9953,1e-04,-7777,0.0025,1.4974,0.0584,0.2323,1.136,0.0088,0.0018,0.3521,0.001,0.3555,0.0259,0.0054,0.4193,0.0147,0.6489,0.0138,8e-04,0.0024,8e-04,23.089225,4847.651791,1453.829479,9465,2.782774091,2.121131637,15.30698395,56.26838796,-0.056084598,0,0.124654279,0.171399634,8.753067664,4.164232013,0,0,11.78762027,18.80721437,56.19181177,0,0
"451","OKS28","Early","2018-4023","OKS",28,"2018-06-04",2018,68.64637,-149.22521,5.694525,-7777,-7777,-7777,-7777,-7777,455.2604537,9.73967465,0.251,-7777,9.48867465,0.046,0.237255234,0.214157253,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.032,-7777,-7777,0.0082,-7777,1.171,7.23285979,142.804878,-7777,-7777,-7777,0.0012,-7777,-7777,0.1192,0.2071,0.2668,8e-04,-7777,0.1619,-7777,-7777,0.0082,-7777,0.1028,-7777,0.2221,0.0025,-7777,0.0016,-7777,5.694525,5371.372905,468.8551938,6372,2.25544299,1.963740604,12.21416339,32.83042159,0.106441029,0,0.425867508,0,0.141955836,1.403785489,0,0,13.64353312,20.69400631,63.69085174,0,0
"452","OKS28","Early","2018-4023","OKS",28,"2018-06-04",2018,68.64637,-149.22521,5.694525,-7777,-7777,-7777,-7777,-7777,455.2604537,9.73967465,0.251,-7777,9.48867465,0.046,0.237255234,0.214157253,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.032,-7777,-7777,0.0082,-7777,1.171,7.23285979,142.804878,-7777,-7777,-7777,0.0012,-7777,-7777,0.1192,0.2071,0.2668,8e-04,-7777,0.1619,-7777,-7777,0.0082,-7777,0.1028,-7777,0.2221,0.0025,-7777,0.0016,-7777,5.694525,5371.372905,468.8551938,6372,2.25544299,1.963740604,12.21416339,32.83042159,0.106441029,0,0.425867508,0,0.141955836,1.403785489,0,0,13.64353312,20.69400631,63.69085174,0,0
"453","OKS28","Early","2018-4023","OKS",28,"2018-06-04",2018,68.64637,-149.22521,5.694525,-7777,-7777,-7777,-7777,-7777,455.2604537,9.73967465,0.251,-7777,9.48867465,0.046,0.237255234,0.214157253,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.032,-7777,-7777,0.0082,-7777,1.171,7.23285979,142.804878,-7777,-7777,-7777,0.0012,-7777,-7777,0.1192,0.2071,0.2668,8e-04,-7777,0.1619,-7777,-7777,0.0082,-7777,0.1028,-7777,0.2221,0.0025,-7777,0.0016,-7777,5.694525,5371.372905,468.8551938,6372,2.25544299,1.963740604,12.21416339,32.83042159,0.106441029,0,0.425867508,0,0.141955836,1.403785489,0,0,13.64353312,20.69400631,63.69085174,0,0
"454","OKS28","Early","2017-4023","OKS",28,"2017-06-03",2017,68.64637,-149.22521,5.694525,3.6,11.3,6.37,93.4,1.43,455.6954538,8.041674,0.419929886,2.204513211,5.417230903,0.020409898,-7777,0.232353896,4.180499633,1.24831,22.8808,0.0451,0.0424,-7777,2.255,0.023,0.0095,0.0019,0.0025,0.0039,-7777,0.8242,9.978208232,211.3333333,1e-04,1.2367,5e-04,2e-04,0.0034,0.5899,0.0725,0.0552,0.187,5e-04,0.0013,0.0826,6e-04,0.3283,0.0089,0.0018,0.1024,0.0069,0.3079,0.0017,0.0013,2e-04,0.0013,5.694525,5371.372905,468.8551938,6372,2.25544299,1.963740604,12.21416339,32.83042159,0.106441029,0,0.425867508,0,0.141955836,1.403785489,0,0,13.64353312,20.69400631,63.69085174,0,0
"455","OKS28","Early","2017-4023","OKS",28,"2017-06-03",2017,68.64637,-149.22521,5.694525,3.6,11.3,6.37,93.4,1.43,455.6954538,8.041674,0.419929886,2.204513211,5.417230903,0.020409898,-7777,0.232353896,4.180499633,1.24831,22.8808,0.0451,0.0424,-7777,2.255,0.023,0.0095,0.0019,0.0025,0.0039,-7777,0.8242,9.978208232,211.3333333,1e-04,1.2367,5e-04,2e-04,0.0034,0.5899,0.0725,0.0552,0.187,5e-04,0.0013,0.0826,6e-04,0.3283,0.0089,0.0018,0.1024,0.0069,0.3079,0.0017,0.0013,2e-04,0.0013,5.694525,5371.372905,468.8551938,6372,2.25544299,1.963740604,12.21416339,32.83042159,0.106441029,0,0.425867508,0,0.141955836,1.403785489,0,0,13.64353312,20.69400631,63.69085174,0,0
"456","OKS28","Early","2017-4023","OKS",28,"2017-06-03",2017,68.64637,-149.22521,5.694525,3.6,11.3,6.37,93.4,1.43,455.6954538,8.041674,0.419929886,2.204513211,5.417230903,0.020409898,-7777,0.232353896,4.180499633,1.24831,22.8808,0.0451,0.0424,-7777,2.255,0.023,0.0095,0.0019,0.0025,0.0039,-7777,0.8242,9.978208232,211.3333333,1e-04,1.2367,5e-04,2e-04,0.0034,0.5899,0.0725,0.0552,0.187,5e-04,0.0013,0.0826,6e-04,0.3283,0.0089,0.0018,0.1024,0.0069,0.3079,0.0017,0.0013,2e-04,0.0013,5.694525,5371.372905,468.8551938,6372,2.25544299,1.963740604,12.21416339,32.83042159,0.106441029,0,0.425867508,0,0.141955836,1.403785489,0,0,13.64353312,20.69400631,63.69085174,0,0
"457","OKS28","Late","2017-4123","OKS",28,"2017-08-24",2017,68.64637,-149.22521,5.694525,5.2,39.7,7.36,95.6,1.76,321.4641359,13.60251578,6.683562524,0.558727008,6.360226248,0.097748533,-7777,0.079000385,3.583544854,1.11145,13.8361,-7777,0.1064,-7777,18.957,-7777,0.0055,0.0078,2e-04,0.013,-7777,6.055,14.09450652,465.7692308,3e-04,1.4345,4e-04,8e-04,0.0023,1.6285,0.0379,0.0917,1.328,0.0195,0.0015,0.4296,4e-04,0.3524,0.0493,0.0032,0.6174,0.0173,1.006,0.0125,5e-04,0.0028,-7777,5.694525,5371.372905,468.8551938,6372,2.25544299,1.963740604,12.21416339,32.83042159,0.106441029,0,0.425867508,0,0.141955836,1.403785489,0,0,13.64353312,20.69400631,63.69085174,0,0
"458","OKS28","Late","2017-4123","OKS",28,"2017-08-24",2017,68.64637,-149.22521,5.694525,5.2,39.7,7.36,95.6,1.76,321.4641359,13.60251578,6.683562524,0.558727008,6.360226248,0.097748533,-7777,0.079000385,3.583544854,1.11145,13.8361,-7777,0.1064,-7777,18.957,-7777,0.0055,0.0078,2e-04,0.013,-7777,6.055,14.09450652,465.7692308,3e-04,1.4345,4e-04,8e-04,0.0023,1.6285,0.0379,0.0917,1.328,0.0195,0.0015,0.4296,4e-04,0.3524,0.0493,0.0032,0.6174,0.0173,1.006,0.0125,5e-04,0.0028,-7777,5.694525,5371.372905,468.8551938,6372,2.25544299,1.963740604,12.21416339,32.83042159,0.106441029,0,0.425867508,0,0.141955836,1.403785489,0,0,13.64353312,20.69400631,63.69085174,0,0
"459","OKS28","Late","2017-4123","OKS",28,"2017-08-24",2017,68.64637,-149.22521,5.694525,5.2,39.7,7.36,95.6,1.76,321.4641359,13.60251578,6.683562524,0.558727008,6.360226248,0.097748533,-7777,0.079000385,3.583544854,1.11145,13.8361,-7777,0.1064,-7777,18.957,-7777,0.0055,0.0078,2e-04,0.013,-7777,6.055,14.09450652,465.7692308,3e-04,1.4345,4e-04,8e-04,0.0023,1.6285,0.0379,0.0917,1.328,0.0195,0.0015,0.4296,4e-04,0.3524,0.0493,0.0032,0.6174,0.0173,1.006,0.0125,5e-04,0.0028,-7777,5.694525,5371.372905,468.8551938,6372,2.25544299,1.963740604,12.21416339,32.83042159,0.106441029,0,0.425867508,0,0.141955836,1.403785489,0,0,13.64353312,20.69400631,63.69085174,0,0
"460","OKS28","Late","2018-4123","OKS",28,"2018-08-23",2018,68.64637,-149.22521,5.694525,-7777,-7777,-7777,-7777,-7777,312.7289112,12.65595236,5.259,-7777,7.39695236,0.055,0.027996909,0.010946582,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,5.694525,5371.372905,468.8551938,6372,2.25544299,1.963740604,12.21416339,32.83042159,0.106441029,0,0.425867508,0,0.141955836,1.403785489,0,0,13.64353312,20.69400631,63.69085174,0,0
"461","OKS28","Late","2018-4123","OKS",28,"2018-08-23",2018,68.64637,-149.22521,5.694525,-7777,-7777,-7777,-7777,-7777,312.7289112,12.65595236,5.259,-7777,7.39695236,0.055,0.027996909,0.010946582,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,5.694525,5371.372905,468.8551938,6372,2.25544299,1.963740604,12.21416339,32.83042159,0.106441029,0,0.425867508,0,0.141955836,1.403785489,0,0,13.64353312,20.69400631,63.69085174,0,0
"462","OKS28","Late","2018-4123","OKS",28,"2018-08-23",2018,68.64637,-149.22521,5.694525,-7777,-7777,-7777,-7777,-7777,312.7289112,12.65595236,5.259,-7777,7.39695236,0.055,0.027996909,0.010946582,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,5.694525,5371.372905,468.8551938,6372,2.25544299,1.963740604,12.21416339,32.83042159,0.106441029,0,0.425867508,0,0.141955836,1.403785489,0,0,13.64353312,20.69400631,63.69085174,0,0
"463","OKS28","Late","2016-0160","OKS",28,"2016-08-17",2016,68.64637,-149.22521,5.694525,5.9,36.4,6.81,-7777,-7777,345.286692,11.04595725,6.297384444,0.530874016,4.21769879,0.073500122,-7777,-7777,3.175336869,0.757149094,13.16855026,-7777,-7777,-7777,9.044411178,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,1.317348378,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,5.694525,5371.372905,468.8551938,6372,2.25544299,1.963740604,12.21416339,32.83042159,0.106441029,0,0.425867508,0,0.141955836,1.403785489,0,0,13.64353312,20.69400631,63.69085174,0,0
"464","OKS28","Late","2016-0160","OKS",28,"2016-08-17",2016,68.64637,-149.22521,5.694525,5.9,36.4,6.81,-7777,-7777,345.286692,11.04595725,6.297384444,0.530874016,4.21769879,0.073500122,-7777,-7777,3.175336869,0.757149094,13.16855026,-7777,-7777,-7777,9.044411178,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,1.317348378,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,5.694525,5371.372905,468.8551938,6372,2.25544299,1.963740604,12.21416339,32.83042159,0.106441029,0,0.425867508,0,0.141955836,1.403785489,0,0,13.64353312,20.69400631,63.69085174,0,0
"465","OKS28","Late","2016-0160","OKS",28,"2016-08-17",2016,68.64637,-149.22521,5.694525,5.9,36.4,6.81,-7777,-7777,345.286692,11.04595725,6.297384444,0.530874016,4.21769879,0.073500122,-7777,-7777,3.175336869,0.757149094,13.16855026,-7777,-7777,-7777,9.044411178,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,1.317348378,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,5.694525,5371.372905,468.8551938,6372,2.25544299,1.963740604,12.21416339,32.83042159,0.106441029,0,0.425867508,0,0.141955836,1.403785489,0,0,13.64353312,20.69400631,63.69085174,0,0
"466","OKS29","Late","2017-4124","OKS",29,"2017-08-24",2017,68.64301,-149.23913,4.45285,5.4,44,7.3,97.5,2.19,304.624428,13.27089919,7.834458976,0.445178447,4.991261767,0.059129173,-7777,0.107789794,3.851394579,1.01419,14.0913,0.0357,0.0272,-7777,19.4719,-7777,0.0334,0.001,0.0018,0.0154,-7777,6.659,14.58388086,432.4025974,4e-04,1.6647,3e-04,0.001,0.0028,1.685,0.0859,0.0914,1.395,0.0243,-7777,0.4566,3e-04,0.3525,0.0455,0.0052,0.6595,0.0014,1.068,0.0132,0.0013,0.003,0.0011,4.45285,5421.095566,480.4448125,4623,2.403739048,2.157914958,12.21416339,36.62647408,0.094966761,0,0.543368887,0,0,1.388609378,0,0,14.46971222,22.31837392,61.2799356,0,0
"467","OKS29","Late","2017-4124","OKS",29,"2017-08-24",2017,68.64301,-149.23913,4.45285,5.4,44,7.3,97.5,2.19,304.624428,13.27089919,7.834458976,0.445178447,4.991261767,0.059129173,-7777,0.107789794,3.851394579,1.01419,14.0913,0.0357,0.0272,-7777,19.4719,-7777,0.0334,0.001,0.0018,0.0154,-7777,6.659,14.58388086,432.4025974,4e-04,1.6647,3e-04,0.001,0.0028,1.685,0.0859,0.0914,1.395,0.0243,-7777,0.4566,3e-04,0.3525,0.0455,0.0052,0.6595,0.0014,1.068,0.0132,0.0013,0.003,0.0011,4.45285,5421.095566,480.4448125,4623,2.403739048,2.157914958,12.21416339,36.62647408,0.094966761,0,0.543368887,0,0,1.388609378,0,0,14.46971222,22.31837392,61.2799356,0,0
"468","OKS29","Late","2017-4124","OKS",29,"2017-08-24",2017,68.64301,-149.23913,4.45285,5.4,44,7.3,97.5,2.19,304.624428,13.27089919,7.834458976,0.445178447,4.991261767,0.059129173,-7777,0.107789794,3.851394579,1.01419,14.0913,0.0357,0.0272,-7777,19.4719,-7777,0.0334,0.001,0.0018,0.0154,-7777,6.659,14.58388086,432.4025974,4e-04,1.6647,3e-04,0.001,0.0028,1.685,0.0859,0.0914,1.395,0.0243,-7777,0.4566,3e-04,0.3525,0.0455,0.0052,0.6595,0.0014,1.068,0.0132,0.0013,0.003,0.0011,4.45285,5421.095566,480.4448125,4623,2.403739048,2.157914958,12.21416339,36.62647408,0.094966761,0,0.543368887,0,0,1.388609378,0,0,14.46971222,22.31837392,61.2799356,0,0
"469","OKS29","Late","2016-0161","OKS",29,"2016-08-17",2016,68.64301,-149.23913,4.45285,6.3,39,7.04,-7777,-7777,337.9260791,12.46999081,7.439764111,0.269479507,4.760747192,0.101314227,-7777,0.052608007,3.361193884,0.642098188,13.64217428,-7777,-7777,-7777,10.43226048,-7777,8.03,6e-04,8e-04,9e-04,-7777,0.0023,0.000546968,2.555555556,0.1376,1.853314528,0.1213,2.156,0.0304,-7777,7e-04,1.125,0.0023,0.0137,3e-04,4.205,0.0102,-7777,1.547,0.0273,6e-04,0.004,0.0025,-7777,-7777,-7777,-7777,4.45285,5421.095566,480.4448125,4623,2.403739048,2.157914958,12.21416339,36.62647408,0.094966761,0,0.543368887,0,0,1.388609378,0,0,14.46971222,22.31837392,61.2799356,0,0
"470","OKS29","Late","2016-0161","OKS",29,"2016-08-17",2016,68.64301,-149.23913,4.45285,6.3,39,7.04,-7777,-7777,337.9260791,12.46999081,7.439764111,0.269479507,4.760747192,0.101314227,-7777,0.052608007,3.361193884,0.642098188,13.64217428,-7777,-7777,-7777,10.43226048,-7777,8.03,6e-04,8e-04,9e-04,-7777,0.0023,0.000546968,2.555555556,0.1376,1.853314528,0.1213,2.156,0.0304,-7777,7e-04,1.125,0.0023,0.0137,3e-04,4.205,0.0102,-7777,1.547,0.0273,6e-04,0.004,0.0025,-7777,-7777,-7777,-7777,4.45285,5421.095566,480.4448125,4623,2.403739048,2.157914958,12.21416339,36.62647408,0.094966761,0,0.543368887,0,0,1.388609378,0,0,14.46971222,22.31837392,61.2799356,0,0
"471","OKS29","Late","2016-0161","OKS",29,"2016-08-17",2016,68.64301,-149.23913,4.45285,6.3,39,7.04,-7777,-7777,337.9260791,12.46999081,7.439764111,0.269479507,4.760747192,0.101314227,-7777,0.052608007,3.361193884,0.642098188,13.64217428,-7777,-7777,-7777,10.43226048,-7777,8.03,6e-04,8e-04,9e-04,-7777,0.0023,0.000546968,2.555555556,0.1376,1.853314528,0.1213,2.156,0.0304,-7777,7e-04,1.125,0.0023,0.0137,3e-04,4.205,0.0102,-7777,1.547,0.0273,6e-04,0.004,0.0025,-7777,-7777,-7777,-7777,4.45285,5421.095566,480.4448125,4623,2.403739048,2.157914958,12.21416339,36.62647408,0.094966761,0,0.543368887,0,0,1.388609378,0,0,14.46971222,22.31837392,61.2799356,0,0
"472","OKS29","Early","2017-4024","OKS",29,"2017-06-03",2017,68.64301,-149.23913,4.45285,4.2,12,6.53,94.9,1.78,469.7184115,10.94663534,0.281632064,1.88657724,8.778426036,0.028141911,-7777,0.278833134,4.226549502,1.20041,23.8447,0.1654,0.0612,0.0241,5.2507,-7777,0.0127,0.0074,0.0027,0.0076,-7777,1.638,7.905405405,215.5263158,4e-04,2.9091,0.001,1e-04,0.0019,0.8342,0.107,0.2088,0.4016,0.0129,6e-04,0.2072,-7777,0.33,0.0149,0.0035,0.2071,0.0026,0.3835,0.0034,8e-04,1e-04,0.0024,4.45285,5421.095566,480.4448125,4623,2.403739048,2.157914958,12.21416339,36.62647408,0.094966761,0,0.543368887,0,0,1.388609378,0,0,14.46971222,22.31837392,61.2799356,0,0
"473","OKS29","Early","2017-4024","OKS",29,"2017-06-03",2017,68.64301,-149.23913,4.45285,4.2,12,6.53,94.9,1.78,469.7184115,10.94663534,0.281632064,1.88657724,8.778426036,0.028141911,-7777,0.278833134,4.226549502,1.20041,23.8447,0.1654,0.0612,0.0241,5.2507,-7777,0.0127,0.0074,0.0027,0.0076,-7777,1.638,7.905405405,215.5263158,4e-04,2.9091,0.001,1e-04,0.0019,0.8342,0.107,0.2088,0.4016,0.0129,6e-04,0.2072,-7777,0.33,0.0149,0.0035,0.2071,0.0026,0.3835,0.0034,8e-04,1e-04,0.0024,4.45285,5421.095566,480.4448125,4623,2.403739048,2.157914958,12.21416339,36.62647408,0.094966761,0,0.543368887,0,0,1.388609378,0,0,14.46971222,22.31837392,61.2799356,0,0
"474","OKS29","Early","2017-4024","OKS",29,"2017-06-03",2017,68.64301,-149.23913,4.45285,4.2,12,6.53,94.9,1.78,469.7184115,10.94663534,0.281632064,1.88657724,8.778426036,0.028141911,-7777,0.278833134,4.226549502,1.20041,23.8447,0.1654,0.0612,0.0241,5.2507,-7777,0.0127,0.0074,0.0027,0.0076,-7777,1.638,7.905405405,215.5263158,4e-04,2.9091,0.001,1e-04,0.0019,0.8342,0.107,0.2088,0.4016,0.0129,6e-04,0.2072,-7777,0.33,0.0149,0.0035,0.2071,0.0026,0.3835,0.0034,8e-04,1e-04,0.0024,4.45285,5421.095566,480.4448125,4623,2.403739048,2.157914958,12.21416339,36.62647408,0.094966761,0,0.543368887,0,0,1.388609378,0,0,14.46971222,22.31837392,61.2799356,0,0
"475","OKS29","Early","2018-4024","OKS",29,"2018-06-04",2018,68.64301,-149.23913,4.45285,-7777,-7777,-7777,-7777,-7777,452.9023574,9.083001341,0.334,-7777,8.749001341,0.044,0.193530812,0.326268201,-7777,-7777,-7777,3.1852,-7777,-7777,3.6326,0.0287,0.0343,-7777,0.008,0.0071,0.0028,1.039,6.742375081,146.3380282,-7777,11.5669,-7777,0.0022,-7777,1.5511,0.1448,0.2291,0.2386,0.0274,-7777,0.1541,-7777,-7777,-7777,-7777,0.1142,-7777,0.2271,0.002,-7777,0.0012,-7777,4.45285,5421.095566,480.4448125,4623,2.403739048,2.157914958,12.21416339,36.62647408,0.094966761,0,0.543368887,0,0,1.388609378,0,0,14.46971222,22.31837392,61.2799356,0,0
